跳转 Pillow,扫码锁包,锁包,备注,文件
选择“构建”节点，点击日志内的 Pillow 跳链跳转,跳转后的页面配置内自动带上了对应 Bundle 包和版本，使用App（如美团、点评） 的测试包扫一扫即可完成锁包,显示锁包成功后即可退出页面继续操作,"① 扫码锁包设备需要链接 meituan 内网后使用
② Pillow 详细操作请参考：https://km.sankuai.com/page/319666290","https://km.sankuai.com/api/file/cdn/1728761485/46764070544?contentType=1&isNewContent=false, https://km.sankuai.com/api/file/cdn/1728761485/46762792154?contentType=1&isNewContent=false, https://km.sankuai.com/api/file/cdn/1728761485/46764414494?contentType=1&isNewContent=false, https://km.sankuai.com/api/file/cdn/1728761485/46764414499?contentType=1&isNewContent=false"
