分支信息,切换分支,备注,文件
① 处日志可以看到对应分支名、仓库及来源分支 ② 快捷操作处可以复制本地切换分支的快捷命令,,MRN 场景会自动创建开发分支，无需手动操作，Web 场景支持自定义名称。,"https://km.sankuai.com/api/file/cdn/1728761485/45524744413?contentType=1, https://km.sankuai.com/api/file/cdn/1728761485/45602987165?contentType=1&isNewContent=false, https://km.sankuai.com/api/file/cdn/1728761485/45602992085?contentType=1"
