（1）package.json增加版本锁定,文件,（2）重新执行yarn安装依赖
,"https://km.sankuai.com/api/file/cdn/1728761485/47888048972?contentType=1&isNewContent=false, https://km.sankuai.com/api/file/cdn/1728761485/47888049041?contentType=1&isNewContent=false",
